"Word","Length","Freq_HAL","Log_Freq_HAL","POS"
"spays","5","5","1.609","VB"
"speakable","9","27","3.296","JJ"
"speakeasies","11","29","3.367","NN"
"speakerships","12","0","0.000","NN"
"SPEAKIN","7","45","3.807","#"
"spearheaded","11","187","5.231","VB"
"spearheading","12","58","4.060","VB|NN"
"spearheads","10","16","2.773","NN|VB"
"spearing","8","64","4.159","VB|NN|JJ"
"spears","6","2,238","7.713","NN|VB"
"specialities","12","189","5.242","NN"
"specializations","15","96","4.564","NN"
"specials","8","2,802","7.938","NN"
"specie","6","249","5.517","minor"
"SPECIMENTALIA","13","0","0.000","#"
"specious","8","627","6.441","JJ"
"speciously","10","12","2.485","RB"
"speciousness","12","3","1.099","NN"
"specked","7","8","2.079","JJ|VB"
"speckless","9","5","1.609","JJ"
"specs","5","10,547","9.264","NN"
"spectacled","10","24","3.178","VB|JJ"
"spectacularly","13","339","5.826","RB"
"spectaculars","12","9","2.197","NN"
"SPECTOR","7","1,224","7.110","NN"
"spectre","7","2,150","7.673","NN"
"spectres","8","196","5.278","NN"
"SPECTROPHOTOMETER","17","94","4.543","NN"
"SPECTROPHOTOMETRIC","18","13","2.565","JJ"
"spectroscopes","13","21","3.045","NN"
"spectroscopic","13","150","5.011","JJ"
"SPECULAR","8","261","5.565","JJ"
"speculates","10","170","5.136","VB"
"speechified","11","0","0.000","VB|JJ"
"speechifies","11","1","0.000","VB"
"speechify","9","1","0.000","VB"
"speechifying","12","10","2.303","NN|VB|JJ"
"speechlessly","12","5","1.609","RB"
"speedboats","10","24","3.178","NN"
"speedier","8","115","4.745","JJ"
"speediest","9","20","2.996","JJ"
"speediness","10","13","2.565","NN"
"speedo","6","802","6.687","NN"
"speedometers","12","34","3.526","NN"
"speedos","7","92","4.522","NN"
"speedways","9","28","3.332","NN"
"speedwell","9","25","3.219","NN"
"speedwells","10","0","0.000","NN"
"SPEER","5","317","5.759","NN"
"SPEGITITGNININO","15","0","0.000","#"
"SPEIDEL","7","58","4.060","#"
"speleological","13","19","2.944","#"
"speleologist","12","1","0.000","NN"
"speleologists","13","7","1.946","NN"
"speleology","10","5","1.609","NN"
"spellbind","9","2","0.693","VB"
"spellbinder","11","65","4.174","NN"
"spellbinders","12","7","1.946","NN"
"spellbinds","10","2","0.693","VB"
"spellers","8","85","4.443","NN"
"spellings","9","765","6.640","NN"
"SPELMAN","7","74","4.304","NN"
"spelt","5","591","6.382","VB|JJ"
"SPENCER","7","5,929","8.688","NN"
"SPENCER'S","9","188","5.236","encl"
"SPENCERIAN","10","3","1.099","JJ"
"spender","7","118","4.771","NN"
"spendthrifts","12","12","2.485","NN"
"SPENGLERIAN","11","4","1.386","#"
"spermaceti","10","4","1.386","NN"
"spermatozoon","12","1","0.000","NN"
"sperms","6","48","3.871","NN"
"spewed","6","901","6.804","VB"
"SPEWINGS","8","32","3.466","NN"
"spews","5","441","6.089","VB"
"sphagnum","8","45","3.807","NN"
"sphagnums","9","0","0.000","NN"
"spheroid","8","61","4.111","NN|JJ"
"spheroids","9","39","3.664","NN"
"SPHERULES","9","2","0.693","#"
"sphincters","10","31","3.434","NN"
"sphinxes","8","4","1.386","NN"
"SPHYNXES","8","1","0.000","#"
"SPIC","4","82","4.407","JJ"
"spicier","7","27","3.296","JJ"
"spiciest","8","2","0.693","JJ"
"spicily","7","0","0.000","RB"
"spiciness","9","19","2.944","NN"
"spicing","7","42","3.738","VB"
"spiders","7","1,171","7.066","NN"
"spied","5","252","5.529","VB"
"spieled","7","0","0.000","JJ"
"spieling","8","4","1.386","VB"
"spiels","6","16","2.773","NN"
"spikenard","9","0","0.000","NN"
"spikier","7","0","0.000","JJ"
"spikiest","8","0","0.000","JJ"
"spiking","7","151","5.017","VB|NN|JJ"
"SPILLANE'S","10","12","2.485","#"
"spillovers","10","6","1.792","NN"
"spillways","9","0","0.000","#"
"spilt","5","251","5.525","VB|JJ"
"SPINCO","6","0","0.000","#"
"spindles","8","302","5.710","NN"
"spindlier","9","0","0.000","JJ"
"spindliest","10","0","0.000","JJ"
"spindly","7","75","4.317","JJ"
"spindrift","9","24","3.178","NN"
"spinelessly","11","2","0.693","RB"
"spinelessness","13","9","2.197","NN"
"spines","6","375","5.927","NN"
"spinet","6","23","3.135","NN"
"spinets","7","2","0.693","#"
"spinier","7","1","0.000","JJ"
"spiniest","8","0","0.000","JJ"
"SPINLEY'S","9","0","0.000","#"
"spinnakers","10","11","2.398","NN"
"spinner","7","849","6.744","NN"
"SPINNERET","9","0","0.000","NN"
"spinners","8","419","6.038","NN"
"spinney","7","22","3.091","NN"
"spinneys","8","4","1.386","NN"
"SPINRAD","7","65","4.174","NN"
"spins","5","2,036","7.619","VB|NN"
"spinsters","9","21","3.045","NN"
"SPIRALIS","8","8","2.079","#"
"spiralled","9","35","3.555","VB"
"spiralling","10","108","4.682","VB|NN|JJ"
"spirals","7","263","5.572","NN|VB"
"spiriting","9","14","2.639","VB|NN|JJ"
"spiritlessly","12","0","0.000","RB"
"spiritlessness","14","1","0.000","NN"
"SPIRITO","7","70","4.248","#"
"spiritualist","12","52","3.951","NN|JJ"
"spiritualistic","14","4","1.386","JJ"
"spiritualists","13","73","4.290","NN"
"spiritualization","16","5","1.609","NN"
"spiritualized","13","79","4.369","VB|JJ"
"spiritualizes","13","2","0.693","VB"
"spiritualizing","14","4","1.386","VB"
"spirituous","10","7","1.946","JJ"
"spited","6","2","0.693","JJ"
"spitefully","10","18","2.890","RB"
"spitefulness","12","7","1.946","NN"
"spites","6","6","1.792","VB|NN"
"spitfires","9","105","4.654","NN"
"spiting","7","23","3.135","VB|NN|JJ"
"spits","5","744","6.612","VB|NN"
"spitted","7","20","2.996","#"
"spittoons","9","121","4.796","NN"
"spiv","4","13","2.565","NN"
"spivs","5","1","0.000","NN"
"spivvier","8","0","0.000","NN"
"spivviest","9","0","0.000","#"
"spivvy","6","0","0.000","#"
"splashdowns","11","1","0.000","NN"
"splashier","9","2","0.693","JJ"
"splashiest","10","0","0.000","#"
"splattering","11","172","5.147","VB|NN|JJ"
"splatters","9","72","4.277","VB|NN"
"splayfeet","9","0","0.000","NN"
"splayfoot","9","0","0.000","NN|VB"
"splayfooted","11","0","0.000","JJ|VB"
"splaying","8","31","3.434","VB|NN|JJ"
"splays","6","4","1.386","VB"
"spleens","7","3,731","8.224","NN"
"SPLENDIDE","9","1","0.000","#"
"splendour","9","124","4.820","NN"
"splenetic","9","2","0.693","JJ"
"splicer","7","60","4.094","NN"
"splicers","8","16","2.773","NN"
"splices","7","78","4.357","VB|NN"
"splintering","11","112","4.718","VB|NN|JJ"
"splints","7","211","5.352","VB|NN"
"splodge","7","7","1.946","NN|VB"
"splodged","8","0","0.000","JJ|VB"
"splodges","8","6","1.792","NN|VB"
"splodging","9","0","0.000","VB|NN|JJ"
"splotchier","10","0","0.000","JJ"
"splotchiest","11","0","0.000","JJ"
"splotching","10","1","0.000","VB"
"splotchy","8","25","3.219","JJ"
"splurged","8","43","3.761","VB|JJ"
"splurges","8","2","0.693","VB|NN"
"splurging","9","8","2.079","#"
"spluttered","10","27","3.296","VB|JJ"
"spluttering","11","31","3.434","VB|NN|JJ"
"splutters","9","13","2.565","VB"
"Spode","5","54","3.989","NN"
"SPOFFORD","8","19","2.944","#"
"spoilers","8","3,389","8.128","NN"
"spoilsports","11","11","2.398","NN"
"spoilt","6","165","5.106","VB|JJ"
"spokeshave","10","7","1.946","NN"
"spokeshaves","11","0","0.000","#"
"spokeswomen","11","8","2.079","NN"
"spoliate","8","0","0.000","VB"
"spoliated","9","2","0.693","VB"
"spoliates","9","0","0.000","#"
"spoliating","10","0","0.000","VB"
"spoliation","10","1","0.000","NN"
"spondaic","8","1","0.000","JJ"
"spondee","7","1","0.000","NN"
"spondees","8","0","0.000","#"
"sponger","7","10","2.303","NN"
"spongers","8","23","3.135","NN"
"spongier","8","0","0.000","JJ"
"spongiest","9","0","0.000","JJ"
"sponginess","10","6","1.792","NN"
"spontaneousness","15","1","0.000","NN"
"spoofed","7","110","4.700","VB|JJ"
"spoofing","8","430","6.064","VB|NN|JJ"
"spoofs","6","134","4.898","NN"
"spooked","7","241","5.485","VB"
"spookier","8","12","2.485","JJ"
"spookiest","9","10","2.303","JJ"
"spooking","8","41","3.714","VB|NN|JJ"
"spooks","6","298","5.697","VB|NN"
"spools","6","308","5.730","NN|VB"
"Spooner","7","314","5.749","NN"
"spoonerism","10","20","2.996","NN"
"spoonerisms","11","12","2.485","NN"
"spoonfed","8","52","3.951","JJ|VB"
"spoonfeeding","12","8","2.079","VB|NN|JJ"
"spoonfeeds","10","8","2.079","VB"
"spoonfuls","9","35","3.555","NN"
"spooning","8","52","3.951","VB|NN|JJ"
"spoons","6","745","6.613","NN|VB"
"spoonsful","9","1","0.000","#"
"spoor","5","81","4.394","NN"
"spoors","6","4","1.386","NN"
"sporadically","12","437","6.080","RB"
"sporran","7","27","3.296","NN"
"sporrans","8","2","0.693","NN"
"sported","7","183","5.209","VB"
"sportier","8","40","3.689","JJ"
"SPORTIN","7","24","3.178","#"
"sportiness","10","13","2.565","NN"
"sportingly","10","9","2.197","RB"
"sportive","8","87","4.466","JJ"
"sportively","10","1","0.000","RB"
"sportiveness","12","0","0.000","NN"
"sportswoman","11","9","2.197","NN"
"sportswomen","11","3","1.099","NN"
"SPOSATO","7","32","3.466","#"
"spotlessly","10","9","2.197","RB"
"spotlessness","12","0","0.000","NN"
"spotlighted","11","43","3.761","JJ|VB"
"spotlighting","12","39","3.664","VB|NN"
"spotters","8","122","4.804","NN"
"spottier","8","0","0.000","JJ"
"spottiest","9","0","0.000","JJ"
"spouter","7","3","1.099","NN"
"spouters","8","0","0.000","NN"
"spouts","6","190","5.247","NN|VB"
"SPRAGUE","7","499","6.213","#"
"SPRAGUE'S","9","11","2.398","#"
"spraining","9","15","2.708","VB|NN|JJ"
"sprat","5","15","2.708","NN"
"sprats","6","2","0.693","NN"
"sprawls","7","34","3.526","VB|NN"
"sprayers","8","43","3.761","NN"
"spreadeagled","12","52","3.951","#"
"spreadeagles","12","7","1.946","#"
"spreadeagling","13","1","0.000","#"
"spreaders","9","71","4.263","NN"
"sprees","6","68","4.220","NN"
"sprigged","8","2","0.693","#"
"sprightlier","11","1","0.000","JJ"
"sprightliest","12","0","0.000","JJ"
"sprightliness","13","0","0.000","NN"
"sprightly","9","41","3.714","JJ"
"sprigs","6","77","4.344","NN"
"springboards","12","13","2.565","NN"
"springbok","9","33","3.497","NN"
"springboks","10","17","2.833","NN"
"springier","9","4","1.386","JJ"
"springiest","10","0","0.000","JJ"
"springless","10","6","1.792","JJ"
"springlike","10","17","2.833","JJ|RB"
"springtides","11","0","0.000","#"
"springtimes","11","1","0.000","NN"
"SPRINKEL","8","0","0.000","#"
"sprinklers","10","84","4.431","NN"
"sprinkles","9","104","4.644","VB|NN"
"sprinklings","11","9","2.197","NN"
"sprinter","8","136","4.913","NN"
"sprinters","9","80","4.382","NN"
"sprinting","9","142","4.956","VB|NN"
"sprints","7","269","5.595","VB|NN"
"sprit","5","137","4.920","NN"
"sprites","7","4,319","8.371","NN"
"sprits","6","16","2.773","NN"
"spritsail","9","0","0.000","NN"
"spritsails","10","1","0.000","#"
"sprockets","9","161","5.081","NN"
"sprouts","7","415","6.028","NN|VB"
"sprucely","8","0","0.000","RB"
"spruceness","10","0","0.000","NN"
"spruces","7","23","3.135","NN|VB"
"sprucing","8","36","3.584","VB|NN|JJ"
"SPRUE","5","97","4.575","NN"
"spryer","6","0","0.000","JJ"
"spryest","7","0","0.000","JJ"
"spryly","6","13","2.565","RB"
"spryness","8","2","0.693","NN"
"spuds","5","207","5.333","NN"
"spume","5","11","2.398","NN|VB"
"SPUMONI'S","9","0","0.000","#"
"spunkier","8","5","1.609","JJ"
"spunkiest","9","0","0.000","JJ"
"SPURDLE","7","0","0.000","#"
"spuriously","10","24","3.178","RB"
"spuriousness","12","1","0.000","NN"
"spurning","8","23","3.135","VB|NN"
"spurted","7","161","5.081","VB|JJ"
"spurting","8","281","5.638","VB"
"spurts","6","435","6.075","NN|VB"
"sputtering","10","307","5.727","VB|NN"
"sputters","8","70","4.248","VB"
"sputum","6","47","3.850","NN"
"SPUYTEN","7","2","0.693","#"
"SPYCKET","7","0","0.000","#"
"spyglasses","10","0","0.000","NN"
"squabbled","9","16","2.773","VB"
"squabs","6","6","1.792","NN"
"squalidly","9","2","0.693","RB"
"squalled","8","4","1.386","JJ"
"squaller","8","5","1.609","NN"
"squallers","9","0","0.000","NN"
"squallier","9","0","0.000","RB"
"squalliest","10","0","0.000","JJ"
"squalling","9","29","3.367","VB|NN|JJ"
"squally","7","1","0.000","RB"
"squanderer","10","2","0.693","NN"
"squanderers","11","0","0.000","NN"
"squandering","11","94","4.543","VB"
"squandermania","13","0","0.000","NN"
"squanders","9","10","2.303","VB"
"SQUARE'S","8","42","3.738","#"
"squareness","10","20","2.996","NN"
"squarer","7","15","2.708","JJ|NN"
"squarest","8","0","0.000","JJ"
"SQUARESVILLE","12","3","1.099","#"
"squaring","8","167","5.118","VB"
"squashes","8","81","4.394","NN|VB"
"squashier","9","0","0.000","JJ"
"squashiest","10","0","0.000","JJ"
"squashiness","11","0","0.000","NN"
"squatters","9","649","6.475","NN"
"squattest","9","0","0.000","NN|VB"
"squawked","8","39","3.664","VB"
"squawker","8","3","1.099","NN"
"squawkers","9","0","0.000","NN"
"squawking","9","84","4.431","VB|NN|JJ"
"squawks","7","55","4.007","VB|NN"
"squaws","6","20","2.996","NN"
"squeaker","8","45","3.807","NN"
"squeakers","9","11","2.398","NN"
"squeakier","9","5","1.609","JJ"
"squeakiest","10","2","0.693","JJ"
"squeaks","7","209","5.342","VB|NN"
"squealers","9","12","2.485","NN"
"squeamishly","11","4","1.386","RB"
"squeegeed","9","3","1.099","VB|JJ"
"squeegeeing","11","7","1.946","VB|NN|JJ"
"squeegees","9","5","1.609","NN|VB"
"squeezer","8","26","3.258","NN"
"squeezers","9","9","2.197","NN"
"squeezes","8","260","5.561","VB|NN"
"squelches","9","9","2.197","VB|NN"
"squelching","10","62","4.127","VB|NN|JJ"
"squib","5","46","3.829","NN"
"SQUIBB","6","113","4.727","NN"
"squibs","6","12","2.485","NN"
"squidgier","9","0","0.000","#"
"squidgiest","10","1","0.000","JJ"
"squidgy","7","19","2.944","#"
"squids","6","114","4.736","NN"
"squiffier","9","0","0.000","JJ"
"squiffiest","10","0","0.000","JJ"
"squiffy","7","2","0.693","JJ"
"squiggles","9","46","3.829","VB|NN"
"squigglier","10","0","0.000","RB"
"squiggliest","11","0","0.000","#"
"squintier","9","0","0.000","JJ"
"squintiest","10","0","0.000","#"
"squints","7","30","3.401","VB|NN"
"SQUIRE'S","8","17","2.833","encl"
"squirearchies","13","0","0.000","NN"
"squirearchy","11","0","0.000","NN"
"squired","7","5","1.609","JJ"
"squiring","8","5","1.609","VB"
"squirming","9","732","6.596","VB"
"squirrels","9","1,029","6.936","NN|VB"
"squirter","8","41","3.714","NN"
"squirters","9","91","4.511","NN"
"squirts","7","251","5.525","NN|VB"
"Sri","3","10,524","9.261","NN"
"SSSSHOO","7","0","0.000","#"
"STABAT","6","40","3.689","#"
"stabber","7","26","3.258","NN"
"stabbers","8","3","1.099","NN"
"stabbing","8","543","6.297","VB"
"stabilizations","14","2","0.693","NN"
"stabilizer","10","490","6.194","NN"
"stabler","7","140","4.942","JJ|NN"
"stablest","8","8","2.079","JJ"
"stabling","8","4","1.386","VB|NN|JJ"
"stably","6","68","4.220","RB"
"stadia","6","75","4.317","NN"
"stadiums","8","434","6.073","NN"
"STAFFE","6","0","0.000","#"
"STAFFORDSHIRE","13","479","6.172","NN"
"stagecoaches","12","9","2.197","NN"
"stagers","7","4","1.386","NN"
"stagestruck","11","3","1.099","JJ"
"stagflation","11","45","3.807","NN"
"staggerer","9","0","0.000","NN"
"staggerers","10","0","0.000","NN"
"staggers","8","111","4.710","VB|NN"
"stagier","7","2","0.693","JJ"
"stagiest","8","0","0.000","JJ"
"stagily","7","0","0.000","RB"
"stagings","8","11","2.398","NN"
"stagnancy","9","13","2.565","NN"
"stagnantly","10","0","0.000","RB"
"stagnated","9","95","4.554","VB|JJ"
"stagnates","9","21","3.045","VB"
"stagnating","10","84","4.431","VB"
"stagy","5","2","0.693","JJ"
"staidly","7","0","0.000","RB"
"staidness","9","0","0.000","NN"
"STAIGER","7","24","3.178","#"
"stakeholders","12","108","4.682","NN"
"stakeouts","9","10","2.303","NN"
"staking","7","162","5.088","VB|NN|JJ"
"stalactites","11","22","3.091","NN"
"STALAG","6","58","4.060","NN"
"stalagmites","11","27","3.296","NN"
"staled","6","3","1.099","VB"
"stalemated","10","36","3.584","VB|JJ"
"stalemates","10","25","3.219","NN"
"stalemating","11","8","2.079","VB"
"staleness","9","9","2.197","NN"
"staler","6","8","2.079","JJ"
"stales","6","3","1.099","#"
"stalest","7","2","0.693","JJ"
"STALEY","6","270","5.598","#"
"staling","7","11","2.398","VB"
"STALINGR","8","0","0.000","#"
"STALINS","7","33","3.497","NN"
"stalkers","8","403","5.999","NN"
"stalks","6","492","6.198","NN|VB"
"STALLARD","8","84","4.431","#"
"stallholders","12","2","0.693","#"
"stallions","9","404","6.001","NN"
"stalwartly","10","4","1.386","RB"
"stalwarts","9","84","4.431","NN"
"STAMFORD","8","665","6.500","NN"
"stammerer","9","3","1.099","NN"
"stammerers","10","0","0.000","NN"
"stammeringly","12","1","0.000","RB"
"stammers","8","27","3.296","VB"
"stampedes","9","9","2.197","NN|VB"
"stampeding","10","38","3.638","VB|NN|JJ"
"stanched","8","0","0.000","VB|JJ"
"stancher","8","0","0.000","NN"
"stanches","8","0","0.000","VB"
"stanching","9","4","1.386","VB|NN|JJ"
"stanchion","9","34","3.526","NN"
"stanchions","10","38","3.638","NN"
"stanchly","8","0","0.000","#"
"stanchness","10","0","0.000","NN"
"standardizations","16","1","0.000","NN"
"standardizes","12","106","4.663","VB"
"standbys","8","78","4.357","NN"
"stander","7","34","3.526","NN"
"standers","8","4","1.386","NN"
"STANDETH","8","12","2.485","VB"
"STANDIN","7","123","4.812","NN"
"standoffishly","13","0","0.000","RB"
"standoffishness","15","0","0.000","NN"
"standpipe","9","7","1.946","NN"
"standpipes","10","2","0.693","NN"
"standpoints","11","56","4.025","NN"
"STANHOPE","8","173","5.153","NN"
"STANISLAS","9","6","1.792","NN"
"STANNARD","8","40","3.689","#"
"STANS","5","24","3.178","NN"
"STANSBERY","9","6","1.792","#"
"STANTON","7","1,269","7.146","NN"
"stanzas","7","98","4.585","NN"
"stapled","7","276","5.620","VB|JJ"
"staplers","8","22","3.091","NN"
"STARBIRD","8","4","1.386","#"
"starboarded","11","0","0.000","VB|JJ"
"starboarding","12","0","0.000","VB"
"starboards","10","5","1.609","#"
"starches","8","111","4.710","VB|NN"
"starchier","9","0","0.000","JJ"
"starchiest","10","0","0.000","#"
"starching","9","5","1.609","VB|NN|JJ"
"STARDEL","7","1","0.000","#"
"starfishes","10","32","3.466","NN"
"stargazers","10","31","3.434","NN"
"stargazing","10","56","4.025","VB|NN|JJ"
"starker","7","87","4.466","JJ"
"starkers","8","4","1.386","JJ|RB"
"starkest","8","19","2.944","JJ"
"STARKEY","7","340","5.829","NN"
"starless","8","68","4.220","JJ"
"starlets","8","49","3.892","NN"
"STARR","5","2,882","7.966","NN"
"STARRE","6","61","4.111","#"
"starrier","8","1","0.000","JJ"
"starriest","9","0","0.000","JJ"
"starters","8","4,640","8.442","NN"
"STARTIN","7","75","4.317","NN|JJ"
"startles","8","49","3.892","VB"
"starveling","10","1","0.000","NN"
"starvelings","11","3","1.099","NN"
"starves","7","72","4.277","VB"
"stashes","7","44","3.784","VB|NN"
"stashing","8","49","3.892","VB|NN|JJ"
"statecraft","10","42","3.738","NN"
"Statehouses","11","22","3.091","#"
"statelessness","13","3","1.099","NN"
"statelier","9","1","0.000","JJ"
"stateliest","10","0","0.000","JJ"
"stateliness","11","2","0.693","NN"
"STATEN","6","585","6.372","NN"
"staterooms","10","43","3.761","NN"
"statics","7","126","4.836","NN"
"stationer","9","4","1.386","NN"
"stationers","10","29","3.367","NN"
"stationing","10","59","4.078","VB"
"stationmasters","14","0","0.000","NN"
"STATISTIQUE","11","32","3.466","#"
"STATOR","6","109","4.691","NN"
"STATU","5","95","4.554","#"
"statuettes","10","33","3.497","NN"
"STATUSES","8","71","4.263","NN"
"STATUTO","7","12","2.485","#"
"staunched","9","2","0.693","VB|JJ"
"stauncher","9","0","0.000","JJ|NN"
"staunches","9","2","0.693","VB"
"staunching","10","6","1.792","VB|NN|JJ"
"staunchly","9","154","5.037","RB"
"staunchness","11","4","1.386","NN"
"STAUNTON","8","109","4.691","NN"
"staves","6","239","5.476","VB"
"STAVROPOULOS","12","7","1.946","#"
"stayer","6","6","1.792","NN"
"stayers","7","2","0.693","NN"
"steadfastness","13","39","3.664","NN"
"steadies","8","21","3.045","VB"
"steadiest","9","9","2.197","JJ"
"steadying","9","38","3.638","JJ|VB"
"STEALIN","7","31","3.434","#"
"stealthier","10","13","2.565","JJ"
"stealthiest","11","3","1.099","JJ"
"steamboats","10","11","2.398","NN"
"steamers","8","145","4.977","NN"
"steamier","8","16","2.773","NN"
"steamiest","9","9","2.197","JJ"
"steamrollered","13","9","2.197","VB|JJ"
"steamrollering","14","2","0.693","VB|NN|JJ"
"steamrollers","12","8","2.079","NN"
"steams","6","51","3.932","VB|NN"
"steamships","10","15","2.708","NN"
"STEARNS","7","600","6.397","NN"
"steeds","6","321","5.771","NN"
"STEELE","6","2,230","7.710","NN"
"STEELE'S","8","139","4.934","encl"
"steelier","8","0","0.000","JJ"
"steeliest","9","1","0.000","JJ"
"steeling","8","44","3.784","VB|NN|JJ"
"steelworkers","12","83","4.419","NN"
"steelyards","10","0","0.000","NN"
"steenbok","8","0","0.000","NN"
"steenboks","9","0","0.000","NN"
"steepened","9","11","2.398","VB|JJ"
